
"conversation_id","message_id","role","content","timestamp","username","original_id","section"
"39","2","assistant","The compromise in Wikipedia is reasonable and should be respected. Sneaky changes are to be reverted with extreme prejudice.","1.244355720E09","Unknown","1358",""
"39","3","user","By the way, though I do, as I said earlier, prefer the BC\/AD system, I doubt very much that it will be around fifty years from now, except as an anachronism <sub>(ah, the irony of that being an \""anachronism\"", eh?)<\/sub>. Happy editing to you.","1.244376300E09","Unknown","1359",""
"39","4","assistant","This view was held fifty years ago, too; not to mention . If we live, I expect to be having this conversation in fifty years time.","1.253523720E09","Unknown","1360",""
"40","1","user","Hopefully something can be done from this. Attentively, from Portugal - --","1.312413180E09","Unknown","466957",""
"40","2","assistant","Oi Vasco. Obrigado. Keep an eye on him then. --","1.312416240E09","Unknown","466958",""
"41","1","user","Hi JaGa, I just wanted to point out the current leaderboard. There seems to be some problem, its stopped updating sometime yesterday and now its all wrong. the top positions have changed as well and the number of edits, it went from edits in 1000s to barely 100s by the top leaders. Please can you look into it. Thanks for all your help.--","1.265583660E09","Unknown","480364",""
"41","2","assistant","Look like its regenerating daily instead of from 2\/1. --","1.265601240E09","Unknown","480365",""
"41","3","user","Yeah. The data is still there, but the join isn't picking everything up any more. I'll look into it. Toolserver's giving me fits these days. --","1.265604540E09","Unknown","480366",""
"42","1","user","I've asked to stop reverting so that some discussion can occur. Best,","1.186954740E09","Unknown","560986",""
"42","2","assistant","I don't like the British-inspired rail templates with the colour bands in the middle and nor do a lot of other editors - we took them out of NSW pages a long time ago and resolved to keep them that way. For the GSR trains they are inaccurate and don't reflect the colour scheme properly. If someone can implement the design that I have now into a consistent Australia-wide template then I am happy to change it to that, but I'm not satisfied at present. I want to see Mackensen's suggestions at a compromise on this.","1.187009160E09","Unknown","560987",""
"43","1","user","I really need to get a life.","1.308432180E09","Unknown","447573",""
"43","2","assistant","Well, it is a bit of bother - getting to a position where you could fix the price of something, making the billions, finding a suitable young mistress, dealing with press and police, etc. : \""A man is richest who's pleasures are cheapest.\""","1.308590940E09","Unknown","447574",""
"44","1","user","I'm sorry I just don't understand. Surely as the main source for academic research and chronicling Cowards life and work, that is by definition 'notable'. You surely are not doubting Cowards notability as one of the greatest contributors to 20th cen English culture are you? I urge you to reconsider and reinstate the only accurate source of Cowards work for the benefit of other users. Thanks.","1.219451820E09","Unknown","580266",""
"44","2","assistant","The author may be notable, but that does not mean that an organization about him is notable. Just having a link to a notable person is far from enough. Please read the links I gave above. They explain notability. You need to provide reliable, independant, non-trivial references to establish the group's notability. The group must be shown, by the project's definitions of notability, not yours, why it is separately notable. -","1.219452360E09","Unknown","580267",""
"45","1","user","Sorry for this delay in response, I'm posting here because the actual PR looks very busy and I don't want to bog you down over there. Hope that helps a little, let me know if and when you decide to nominate it, with a little work I would be inclined to support. Now I must return to the madness, the joy. \u2014","1.216506000E09","Unknown","290674",""
"45","2","assistant","I think it is a very good article but it is always best to suggest every possible complaint before hand. Personally I don't see the obsession with books and I'm not a fan of over sourcing for the sake of sourcing either (in fact I successfully argued that point on the Michael Jackson FA review :-)). I couldn't see any single point that would cause the article to fail, thus was scrapping the barrel. Like I said, with a little twigging I would happily support. I would suggest that you watch over other FA reviews and read the complaints that come up over and over. I would advise that you watch the Jackson review, since it is a controversial article every possible criticism will be thrown at it. Reviewers will look extra hard for reasons to oppose (rightly so in fact), it will be a breeding ground for good advise. \u2014","1.216516680E09","Unknown","290675",""
"46","1","user","I believe the issues that brought about an edit war have now been resolved. Don't have anything to add to the article, just thought i'd let you know.","1.181099580E09","Unknown","543312",""
"46","2","assistant","OK, I'll take your word for it and have unprotected the article. <b><font face\""1F860E\""><\/font><font color=\""20038A\""><sup>","1.181099700E09","Unknown","543313",""
"46","3","user","Cheers. It's still a controversial issue in the media. But the issues on the wiki article are resolved.","1.181100480E09","Unknown","543314",""
"46","4","assistant","It appears the Man Utd fan User:Edcoomber is still interested in playing with the article, just thought i'd let you know. Doesn't warrant a full protection on the page I don't believe.","1.181176140E09","Unknown","543315",""
"46","5","user","The fella Edcoomber continues to remove cited sources and sanitises the article. ie from 'this has seen by some British officials as Uefa' to 'this has seen by some as Uefa' massively changing the impact. The source states who made the comments. I believe the user is been unnecessarily disruptive in respect to the current edit of cited sources. There are comments regarding old edits that bleed through to the current edit. This user has also removed a positive aspect of Gailards work which is the anti-racism drive in which UEFA is involved in.","1.181244420E09","Unknown","543316",""
"47","2","assistant","Hi there. Here it is after midnight (in my time zone), and instead of going straight to bed I find myself surfing WP a bit. I know just what you're asking about. I'll come back tomorrow and give an explanation. Glad you like the article development. Later, \u2014&nbsp;","1.298294580E09","Unknown","35764",""
"47","3","user","Now go forth and build a vast Wikipedian knowledgebase of manufacturing info! (Maybe also eventually build a robot army to help out.) Cheers, \u2014&nbsp;","1.298332500E09","Unknown","35765",""
"47","4","assistant","\""Cheers,\""!!! I'll bet you're a \""Limey\""! hehehe now it's time for ME to go to bed. later.. p.s.: I could not make my above text [moved down] stand out as a separate section and\/or boldface. Look for the text buried between \""next topic\"" and \""Now go forth\"".<\/br>","1.298370240E09","Unknown","35766",""
"47","5","user","The following is helpful as a way to make it stick as far as exactly where all the s and slashes go: the general syntax of HTML and XML is &lt;tag&gt;plaintext&lt;<span style\""color:red;\"">\/<\/span>&gt;\u2014this explains the slash locations in empty elements like &lt;references\/&gt;, &lt;br\/&gt;, &lt;hr\/&gt;, and &lt;ref name=\""whatever\""\/&gt;. There is a difference between and where both &lt;br&gt; and &lt;br\/&gt; will work. That's because the people who wrote the standards were trying to be strictly logical about differing perspectives on the deep philosophy of what an empty element really is and whether they should really exist. But that's too deep to worry about. (I can dig up a link if you care to read about it\u2014but don't blame you if not.) Enough to know that &lt;br&gt; and &lt;br\/&gt; are synonyms for all practical purposes. \u2014&nbsp;","1.298444940E09","Unknown","35767",""
"48","1","user","I find this really confusing, the albanian dance is named and Tsamiko Valle Came. This mus be solved, i have no intention for changing greek dance but just want to be sure no albanian dance is claimed greek --","1.302578820E09","Unknown","49084",""
"48","2","assistant","it is named dance of , chams are Albanians.......--","1.302611760E09","Unknown","49085",""
"48","3","user","found it [http:\/\/www.youtube.com\/watch?vrelated] check it by your self if you like --","1.302836160E09","Unknown","49086",""
"49","1","user","I was just looking at this one myself! I can't find any references to John Pinch being involved with the church. I have read that it was started in 1844, so it would have to be Pinch the younger if a Pinch was involved.. I've added a \""citation needed\"" because I think it is a bit questionable.. --","1.296263700E09","Unknown","340207",""
"49","2","assistant","Sounds like a good idea, it looks like Pinch was only the architect of the wing of Prior Park house, which the church is attached to.. --","1.296265320E09","Unknown","340208",""
"50","1","user","Just to let you know I'm going to be bold and do the move, in case you were going to do some editing now. Have added refs, BTW, so the DYK is supported (tho not online)","1.241031240E09","Unknown","339774",""
"50","2","assistant","Oh bollocks I appear to have fucked up and I'm not sure what I've done wrong. I really should stick to straight editing... Any chance you could sort out my mess as per your suggestion on the Lytes Cary Manor talk page? Ta","1.241032020E09","Unknown","339775",""
"50","3","user","All sorted by kindly , and nominated for DYK .","1.241036820E09","Unknown","339776",""
"51","1","user","You reverted every single one of my edits, even my deletion of a see also that was included as a reference in the article. Please explain on the talk page there. In fairness to all, we should revert the entire article to before your added section and then discuss a compromise (consensus version).","1.216812360E09","Unknown","285660",""
"51","2","assistant","Better discuss there, not here. \u2014","1.216812960E09","Unknown","285661",""
"52","1","user","The objective result of a football match are the only the goals. There are some great defenders in the game who in that regard, total to only a handful. Do you draw a blank in their cases? Messi's best performance came at Stamford Bridge despite not scoring and he was widely applauded for being the best performer in a big match of many players of repute. If you choose to disregard it, you are missing an important piece of information in a player's career. So when you say you take out POV or speculation, please do that but try to leave the facts and continuity behind :) --","1.153515600E09","Unknown","283578",""
"52","2","assistant","(The above message is in reference to [http:\/\/en.wikipedia.org\/w\/index.php?titlenext&oldid=61464151 this diff].) Hi, thanks for drawing my attention to this. I agree that in retrospect this edit was perhaps overly sweeping; in my defense I quote which states that \""The burden of evidence lies with the editors who have made an edit or wish an edit to remain.\"" There was a lot of potentially valuable content in the removed paragraph, but no were provided for the opinions, and the language was laudatory and idiomatic rather than encyclopedic and : \""overshadowed the array of established stars\"", \""merely to disorient the drawing boards of big name european opponents\"", etc. Regarding the continuity issue, I certainly should have retained a mention of his injury in the paragraph, and I've fixed that oversight now. --","1.153521420E09","Unknown","283579",""
"52","3","user","hi, glad you added the injury news in. And i've again tried to add the performance content, to highlight the stand out performances\/player characteristics, sans the laudatory language but with out artificial dilutions.. also added citations in support from places like FIFA and Goal.com --","1.153862040E09","Unknown","283580",""
"52","4","assistant","Thanks for your edits, they definitely improve the article. Regards. --","1.153869180E09","Unknown","283581",""
"53","1","user","Great tweaks on the Darwin page - The article is looking far more encylopaedic due to your edits. I'd appreciate it if you could lend your critical thought to an article I have rewritten - to see if it can be improved. Cheers --","1.130556480E09","Unknown","612100",""
"53","2","assistant","Flattery will get you everywhere, though it's evident that my writing skills are limited. Despite a lack of knowledge of biology I'll give it a go and try out some revisions for you to consider....","1.130654700E09","Unknown","612101",""
"54","1","user","Please, don't update the results before matches are over. --","1.199345220E09","Unknown","22332",""
"54","2","assistant","I'll second that","1.200659400E09","Unknown","22333",""
"55","1","user","Thanks again and all the best.","1.300150620E09","Unknown","82900",""
"55","2","assistant","Thanks Smallbones ... ran across the pic of the today to finish Erie Co. Will get Zink Bldg and Apt complex on my trip next month, unless you can grab earlier!--","1.300173780E09","Unknown","82901",""
"56","1","user","You have email <tt>;-)<\/tt> cheers ~","1.179638820E09","Unknown","566333",""
"56","2","assistant","A previously abusive user added a useful, but unsourced and unsigned, edit to , who I think was JJonathan.","1.179901680E09","Unknown","566334",""
"57","1","user","The only ones that 19N had suspicions on were myself, Minor4th, and Giftiger. As far as this goes, if you have evidence to support the innuendo that I am a sock, meat or puppetmaster, then file a report with . Otherwise, this appears to be borderline violations of and . You are an admin, I'm a mere editor, you can do whatever you want with relative impunity, but it is not right for you to insinuate that any of the three of us are socks. Just because you disagree with some of my positions is not grounds to trash my reputation on Wikipedia. Regards,","1.277037420E09","Unknown","275382",""
"57","2","assistant","I'm sorry Greg but it's rubbish to say that I suspect further socks because I disagree with some of your views. It's an outrageous violation of AGF. You haven't even bothered to ask me why I think that or what evidence I might have come across - you just instantly assume that it comes from bad faith motives - exactly as you did when I endorsed the DRV and exactly as you did on ANI when I opposed the ban. These accusations from you are tiresome and they're constantly assuming bad faith of me. Please stop it.","1.277039040E09","Unknown","275383",""
"57","3","user","Since I'm included in the innuendo about Martin socks, I would like to ask you why you think that or what evidence you might have come across. Thank you.","1.277040900E09","Unknown","275384",""
"57","4","assistant","Sorry but I'm not going to oblige you at this point. Per . Thank you for your understanding. Additionally, I'd like to ask all the Martin-related users to refrain from posting on my talk page for at least the next week. I am preparing a Wikipedia training program for curators at a museum in Melbourne and I don't have time for these constant interruptions. If you have a complaint to make about me, please feel free to open an WP:ANI report. If you wish to discuss or respond to comments regarding the Martin DRV, please do so at the DRV. If you wish to comment on the 19Nightmares ban request, kindly keep it to ANI. These split discussions, responding to comments posted to noticeboards on personal pages and whatnot and conversations being fragmented and spread all over the site as you guys do is something I've never encountered to this extent and it's not at all helpful. Any further comments posted to my page about either the DRV or the Ban request will be ignored. Thank you.","1.277043960E09","Unknown","275385",""
"58","1","user","Ah, if the question is, is Puncak Jaya a volcano, then the answer is, not an active one. I would bet very good money that it is the eroded core of an extinct vocano, given its shape and appearance, like [Devils Tower National Monument|[Devil's Tower]] which is an extinct volcanic core. I could find no reference to volcanism and Puncak Jaya in a very cursory google search. But this is my educated guess, my areas of expertise are biology and historical linguistics.","1.279460460E09","Unknown","155473",""
"58","2","assistant","Puncak Jaya is the highest point on the central range, which was created in the 'Melanesian orogeny', caused by oblique collision between the Australian and Pacific plates. It's unlikely to be a volcano. In fact it's made of middle limestones.[http:\/\/gsabulletin.gsapubs.org\/content\/108\/11\/1438.abstract]","1.279478820E09","Unknown","155474",""
"58","3","user","Yes, saw that on your talk page. Shows how much my ignorant lay opinion OR is worth.","1.279510800E09","Unknown","155475",""
"58","4","assistant","The similarity in appearance comes from the I think, sadly I could tell it was limestone just from that particular grey colour, but finding a ref to back that up was hard work.","1.279515960E09","Unknown","155476",""
"59","1","user","Hi. I noticed the request for protection of , looked through the history, and determined that a short protection was probably justified (there has been a fair bit of vandalism over the past few days, and the requester did cite that it may be due to a recent TV item), so I protected it for three days. When returning to RFPP to state this, however, I found you'd declined the request as not enough activity. Could you explain why, and can we come to some agreement? Cheers,","1.201312020E09","Unknown","584681",""
"59","2","assistant","The last five instances of vandalism were all done by the same person, which would have been more grounds for a block of that user rather than a page protection. Before that vandalism had occured, there had only been two other instances of vandalism in the last few days, both of which took place on different days, and were reverted quickly. Also, protecting a page to due to a TV program when little vandalism has occured is pre-emptive. As such, protection was unnecessary in this case, but since you've already protected it, I won't undo your decision. I hope this explains everything.","1.201312500E09","Unknown","584682",""
"59","3","user","OK, fair points. I missed the fact that the last few vandals were the same - not quite sure how. I'd be willing for it to be unprotected, as I made a mistake in judgement, but do you think that's wise?","1.201312680E09","Unknown","584683",""
"59","4","assistant","Ah...leave it: it's only for three days. If it was a longer protection, say a week or more, I'd suggest unprotecting it, but it's a very short protection, so it'll be fine in this case. Don't worry about it.","1.201312920E09","Unknown","584684",""
"60","1","user","Sounds intriguing. Count me in. I take it this will be done in slow time? Work (and various work on the flat) does tend to intrude otherwise.","1.207879380E09","Unknown","295336",""
"60","2","assistant","It can be done at your leisure, yes. I'll send you the first batch of questions later today.","1.207879740E09","Unknown","295337",""
"60","3","user","Cool. I'll e-mail back so you know it's arrived. I'll be out of contact from tomorrow morning 'til Tuesday, by the way. Cheers.","1.207883580E09","Unknown","295338",""
"61","1","user","I'm kind of curious on what you considered so outlandish? Yes I agree, his reasoning is shaky (basing his argument on ad hominems, a single Harvard study, and CBO's fallibility) but he did raise one or two decent points. What makes this so bad?","1.294821840E09","Unknown","9773",""
"61","2","assistant","I am referring to the section that he watched (and sorry, my mistake, discrediting WSJ economists for ties would actually be Guilt by Association), and honestly having watched it, I was skeptical of the section on the economy and jobs.","1.294822680E09","Unknown","9774",""
"61","3","user","soxwon, maybe it had a few decent points, but i didn't watch the whole thing so i don't know. but one logical error or fallacy is enough to destroy an entire argument, and he just kept making one after the other after the other and they were all quite egregious and it was really starting to disgust me. so i had to turn it off. maybe if i watched the whole thing i might have seen a decent point or two, but certainly not enough to redeem the caricature of illogic and just plain making things up that i saw in just the first few minutes. i have a low tolerance for that kind of stuff.","1.294830180E09","Unknown","9775",""
"62","1","user","Hi Sturmvogel 66...some progress...the 2011 copy of my old school magazine arrived yesterday and included a photograph of the president of the Old Masonians' Association ringing the bell at the start of last year's Association dinner. The event was held in the Royal Masonic School for Girls' dining room. It would seem the bell was moved there after the boys' school closed. The girls' school is in Rickmansworth and I will contact them for the citation you need, and will try and get an original of the photograph to send you also. Best regards","1.306458060E09","Unknown","119988",""
"62","2","assistant","Excellent! I'll look forward to seeing the material. Please be sure to have the photographer release the photo under a Commons licence to avoid any copyright issue.--","1.306458300E09","Unknown","119989",""
"63","1","user","Hi Sango, sorry I missed your birthday. Happy belated birthday all the same! --","1.159494120E09","Unknown","372783",""
"63","2","assistant","Thanks for the dessert! I love , but oh, the calories... Have you ever tasted it? The name literally translates into \""thousand leaves\"" or \""thousand layers\"", referring to the many layers of thin pastry that make up the desert. I guess the concept is something like , but with an entirely different taste. They seem to call this dessert a \""\"" in the U.S. for some reason. I appreciate your gift, and its no-guilt, virtual calorie content. Thanks again! --","1.159583460E09","Unknown","372784",""
"63","3","user","Happy very belated birthday Sango! Sorry I missed it. :( Haven't heard from you lately, hope things are still good with you. :) Cheers! --","1.159588260E09","Unknown","372785",""
"63","4","assistant","The fake account has been renamed. Please create the good one ASAP. Ciao,","1.159758720E09","Unknown","372786",""
"63","5","user","The Steward has renamed for you the nasty account on ja.wiki, please recreate the new account there. Ciao,","1.159760400E09","Unknown","372787",""
"64","1","user","Science-fiction isn't hyphenated. redirects to . I'm avoiding redirects. --","1.158219480E09","Unknown","134431",""
"64","2","assistant","For one, yelling at me isn't very productive. In addition, there were only about 500 instances of \""science-fiction\"" compared to thousands of \""science fiction\"". Science-fiction is not hyphenated. If it was, why don't we have \""\"" or \""\""? I don't want to argue about this further with you so this will be my last message about this. --","1.158264720E09","Unknown","134432",""
"65","1","user","Looks like you accidentally removed the date when you were trying to move it. [http:\/\/en.wikipedia.org\/w\/index.php?title160311947&oldid=160239339 Diff].","1.191141840E09","Unknown","553036",""
"65","2","assistant","Yes, that was an accident, sorry about that. However, please find an admin who actually wants the date on the template to re-add it. In this case, for efficiency's sake, some better arrangement than having such a tiny piece of information wrap onto a whole new line should be found.","1.191395400E09","Unknown","553037",""
"66","2","assistant","I've completed its ; let's see what the community decides about this rewritten version. -","1.193027580E09","Unknown","514133",""
"67","1","user","<small><span style=\""border:1px solid black;padding:1px;\"">","1.300395180E09","Unknown","87497",""
"67","2","assistant","I've never seen a physical copy of the book, but luckily Google and Amazon have. Regards,","1.300401240E09","Unknown","87498",""
"68","1","user","Thanks for your help. &mdash;<strong>","1.243377240E09","Unknown","280265",""
"69","1","user","Huzzah! --","1.193321280E09","Unknown","401644",""
"69","2","assistant","Wouah, that's great. I was quite happy yesterday when I saw at 25000 or so, I'm really (pleasantly) surprised that the lag has completely disappeared today...","1.193336340E09","Unknown","401645",""
"70","1","user","Hi MDD - thank you so much for your offer to help! I decided the easiest way to do this would be to post questions to my talk page - would love your input!","1.306833240E09","Unknown","67228",""
"70","2","assistant","Ok, thanks. I will give it some thought and give a respond in a few days. --","1.306871340E09","Unknown","67229",""
"71","1","user","Please don't badmouth other editors at my Talk page. It's not productive. I realise this is a very small badmouthing and some might feel I'm overreacting, but you've been harping on his supposed newness in every interaction I've seen between you and it's uncalled for. Besides which, you are demonstrably unfamiliar with Wikipedia as much as he, if not moreso. &mdash;","1.152948780E09","Unknown","487309",""
"71","2","assistant","Thank you for the help and insight. As a reletively new user\/editor, I appreciate your suggestions and will strive to make sure to follow the 'rules of the road'. Thanks again! --","1.152948960E09","Unknown","487308",""
"72","1","user","I've been slowly working my way through the categories. As I do so, I see stuff like which is apparently nothing more then a topographic saddle. Are these really notable? I don't know if you are going to start nominating these. My fear is that each one will need to be nominated since the articles are so diverse and a handful might actually be notable. On the other hand individual nominations will make a mess of AfD. I am not even considering prod since I suspect that one used will simply remove the tags. So maybe we start a few on AfD and then put the remainder on prod if they get removed there, then we can start them at AfD. I have started the prod list .","1.289706780E09","Unknown","163450",""
"72","2","assistant","Yea that's just what I'm fearing. I don't even know where to start off. I think it's possible for a bot to do a mass blanking of all edits by a specific user, but the problem's that there are some articles he created that actually are notable. Well here's my old list. I will add more as I find them. Articles - Walker River Basin, Little Smoky-Newark Watershed, Hot Creek-Railroad Watershed, Dry Creek Watershed, Searchlight Triple Divide Point. Categories - Lahontan regions, Oregon closed basin, Humboldt River Basin, Great Salt Lake regions, Tulare-Buena Vista region, Northern Mojave-Mono Lake region, Central Nevada Desert Basins, Sevier Basin, Black Rock region, Carson River Basin, Honey-Eagle Watershed, Truckee basin, Great Basin section, Ivanpah-Pahrump Watershed, Mono-Owens region, Categories named after valleys, Lower Colorado-Lake Mead\u2026","1.289716980E09","Unknown","163451",""
"72","3","user","I have a list at you can update it with changes.","1.289810700E09","Unknown","163452",""
"72","4","assistant","As a first cut on whether those are notable would be a GNIS search (http:\/\/geonames.usgs.gov\/pls\/gnispublic\/), if it's not there (and Searchlight Pass is not) than it's probably not notable. The single river basins probably could have legitimate articles, those I'd redirect to their respective rivers rather than delete them (Humboldt, Carson, Truckee, Walker).","1.289812020E09","Unknown","163453",""
"72","5","user","I have redirected some, but we are also dealing with the flood of categories which need to be deleted. should be deleted, but if we had , that could be redirected to .","1.289816640E09","Unknown","163454",""
"72","6","assistant","I didn't notice at first glance those were categories and not articles, yeah, there's no reason to have a duplicate category.","1.289816820E09","Unknown","163455",""
"72","7","user","He is confusing them - like how he moved to after he got deleted, citing the CfD in his edit summary.","1.289816940E09","Unknown","163456",""
"72","8","assistant","Another point, I made at one of the CfD entries, but erased because it didn't actually apply to those categories--if categories or articles are specifically defined to be USGS hydrologic units, as many of these are, shouldn't they be named properly, with terms as used in the USGS system? Example: says \""The Truckee basin (USGS HUC 18100200)\""--but an 8-digit HUC is a \""subbasin\"" not a \""basin\"" in the system. Similarly, the \""Hot Creek-Railroad Watershed\"" page seems to be about a \""subbasin\"", not a \""watershed\"", as those terms are used in the USGS system (\""The Hot Creek-Railroad Watershed (USGS Huc 16060009)\""). I've tried to explain the system a bit at , though it could be much expanded. Maybe this is too nitpicky, but I've been confused about how the USGS hierarchy is being remade into categories here, and the lack of consistent naming just adds to my confusion.","1.289817540E09","Unknown","163457",""
"72","9","user","Yea, naming would be an issue since the name are not in common use. So ' guidelines would apply. Clearly calling something a watershed when it is a basin or sub basin would be wrong. I think that the USGS names on their own are going to be problematic. I'm not an expert in this area, but we need one. does not seem active so no help from there.","1.289818560E09","Unknown","163458",""
"72","10","assistant","I'm no expert on the USGS system, but I've been researching it a bit and might be able to at least point to USGS references about it. I suspect Karl is at least as knowledgeable as me. It's a rather esoteric subject, so I'm not sure how many regularly contributing Wikipedia editors will be able to offer a lot of insight.","1.289829600E09","Unknown","163459",""
"72","11","user","My suggestion to the editor creating most of these is to write a list article for the top groupings in the tree. This should provide the information without creating stubs that will likely be deleted.","1.289830260E09","Unknown","163460",""
"72","12","assistant","Thanks - lists of USGS hucs might actually make useful articles :-)","1.289856480E09","Unknown","163461",""
"73","2","assistant","Dear Bcartolo, happy to be of use. Best,","1.238562000E09","Unknown","160150",""
"74","1","user","Thanks again,","1.201063860E09","Unknown","241726",""
"74","2","assistant","...that was founded over 900 years ago by a ? by and nom by","1.201584240E09","Unknown","241727",""
"75","1","user","Why did you dleted several museums from Italy on the . I spot checked the museums & they appear legit. Thanks!","1.206156300E09","Unknown","234597",""
"75","2","assistant","It was based on the paragraph from the talk page, at . So many red links are not helpful on the page, and it makes sense to encourage editors to .","1.206164460E09","Unknown","234598",""
"75","3","user","Thanks, but I am readding the museums as it is counterproductive to remove them. Others in the museum community editors agree with leaving red-linked museums beacuse of the magnitude of the project. Thanks!","1.206164700E09","Unknown","234599",""
"75","4","assistant","Fine, but please don't re-add , which should be removed from the list becasue the article was deleted.","1.206165060E09","Unknown","234600",""
"75","5","user","As far as I'm concerned, no problem eliminating bogus museums. I fully support that. In fact, I recommend writing a quick note as to why a specific museum was deleted so it's not readded.","1.206166800E09","Unknown","234601",""
"76","1","user","A couple of sources you might find useful to expand ship articles are [http:\/\/www.plimsollshipdata.org\/ Plimsoll Ship Data]] and [http:\/\/www.miramarshipindex.org.nz\/ Miramar Ship Index]. If you use the Miramar website as a source you need to use for reasons given on the Miramar home page. You might consider consolidating the infobox as per the article.","1.233557640E09","Unknown","83481",""
"76","2","assistant","It's the same infobox, but the info is displayed in a way that makes the infobox more compact. Try opening the article in a new window and compare them side by side and you'll see what I mean.","1.233582180E09","Unknown","83482",""
"77","1","user","Datum rojstva je po moje gotovo particular reason, sicer pa se postavi vpra\u0161anje, kateri datum, letnico sploh povezovati? \u010ce se v \u010dlanku o dolo\u010denem dnevu v letu zapi\u0161e dogodek ali rojstvo, bi moralo biti tudi obratno. --","1.220472000E09","Unknown","409188",""
"77","2","assistant","No, po moje pa ni. Ne vem, zakaj bi bil. --","1.220476560E09","Unknown","409189",""
"78","1","user","I'm wondering if \""eye contact\"" is a suitable phrase here, since it tends to mean something quite different most of the time in English, i.e. stealing glances. I prefer the term \""gouging\"", as it describes it to a T... Does the IRB use it? --","1.273725840E09","Unknown","306232",""
"78","2","assistant","They don't use it officially","1.273904880E09","Unknown","306233",""
"79","1","user","Best wishes","1.259193240E09","Unknown","187452",""
"79","2","assistant","I reverted your change to the note, because I think you put it clumsily. No prob with what you are trying to say, but can we agree how to say it?","1.259215200E09","Unknown","187453",""
"80","1","user","It seems there is some error in the seconds somewhere. They have explicit lat \/ long columns in the file I downloaded, so I was just using that. If you take a look at this [http:\/\/maps.google.com\/maps?fen&geocode33%C2%B0+27'+50.4%22,+-86%C2%B0+49'+6.83%22&daddr1&mra33.464935,-86.818731&sspnUTF8&ll0.003392,0.005633&t18&om=1 link] I plotted your numbers, my numbers and what google though based on the address, so I'm not sure its a huge deal, just wondering about your thoughts.","1.184885820E09","Unknown","488929",""
"80","2","assistant","I started looking through some that I knew the location (so I could verify via satellite) and I found some where our numbers matched and they had the right location, so it seems like everything is fine, just some minor discrepencies on some records, I will make a note of that in an HTML comment when i put the data in the infobox.","1.184889240E09","Unknown","488930",""
"80","3","user","I posted a question at , maybe you have an answer. It seems like it would make these stubs look a lot better since I could have locator images generated from their coords instead of trying to figure out x\/y.","1.184894700E09","Unknown","488931",""
"81","1","user","Hi Anome, I'm still learning the ropes here so I was hoping you could help me understand why a painting should provide geographic coordinate info - or maybe just that it should be included in some sort of Netherlands category. You added to and I'm just trying to figure out: what should be done for this painting and well as other articles I'm writing about paintings. Thanks so much!!!--","1.304586660E09","Unknown","10321",""
"81","2","assistant","is placed on articles based on their categorisation; this painting was categorised as which effectively makes the claim that it is a bricks & mortar construction capable of having coordinates ascribed to it. I've removed the poor category and the . --","1.304604060E09","Unknown","10322",""
"81","3","user","Ah, thanks! That makes sense. It was one of the first articles I started on my one and I wasn't too clued into Categories then (it's still a work in progress, but definitely better). Thanks for fixing it!--","1.304605680E09","Unknown","10323",""
"82","1","user","Just so you know, that comment would never appear in any article. --","1.147520820E09","Unknown","509581",""
"82","2","assistant","Yes, I'm aware of that. I just noticed that at the header when I was removing my Wikibreak notice and thought it might confuse other editors, or make them think that I have a strong aversion to Commonwealth English (i.e. that I have no patience for brits). I wouldn't mind it on the template (perhaps add <nowiki><noinclude><\/nowiki> around it), but I think it just gives a wrong impression when the comment appears on the VP pages. It's not a big deal at all; I just decided to remove it. If you'd like to put it back, you can go right ahead.","1.147521480E09","Unknown","509582",""
"83","1","user","Whoops! Sorry about that! Meant to put a u| after the opening braces. Thanks for fixing. Any time now, that article is going to get ripped by the IPs, and LoS is slightly aware of the background. -","1.311893100E09","Unknown","52036",""
"83","2","assistant","No prob - obviously, you can add the u| if you want. :)","1.311893220E09","Unknown","52037",""
"83","3","user","Nah. Got enough on my plate! At least one of the IPs is socking & that's what I am trying to track down right now. Thanks again, and feel free to correct my abundant typos in the future :) -","1.311893460E09","Unknown","52038",""
"84","1","user","I thought you might find interesting. -- <b>","1.180168800E09","Unknown","471328",""
"84","2","assistant","Indeed you did! -- <b>","1.180240680E09","Unknown","471329",""
"85","1","user","--","1.260150360E09","Unknown","66274",""
"85","2","assistant","I'm filing a mediation request naming you as one of the interested parties. Are you OK with that? And, BTW, danke. --","1.260151860E09","Unknown","66275",""
"85","3","user","Yes I can be around be around for that. However if the mediation itself turns into a neverending story I'd probably opt out. As far as the mediation is concerned the thing we can \""give\"" Martin without compromising the article are imho: An article lead without Morgan and featuring the unconditional solution (carefully phrased) as an appropriate solution (with a symmetry assumption or as a reasonable heuristic) without an direct criticism in that section and morgan in a separate section. What he cannot have however is having Morgan or his criticism removed from the article (i.e. order or placement is negotionable but not content). Also framing the conditional solution as different problem or a mere variation of the \""real\"" problem is something he cannot have either. Nor can the article in anyway define the \""real\"" via simple editorial consent (rather than resources). regards-- () 18:46, 6 December 2009 (UTC)--","1.260153960E09","Unknown","66276",""
"86","1","user","Do you think it's time to semi-protect it?","1.159277040E09","Unknown","542640",""
"86","2","assistant","I don't really have any relation to the article, but it looks like it could use it. Thanks. <sup>","1.159277160E09","Unknown","542641",""
"87","2","assistant","Ok, that's fine. He signed up at a most unfortunate time, during a WoW attack.--","1.151514300E09","Unknown","494811",""
